file order,h,V,C,x,y,Y,X_C,Y_C,Z_C,L*,a*,b*
621,7.5BG,3,2,0.2699,0.312,6.555,0.0567,0.0655,0.0878,30.76,-8.15,-3.49
622,7.5BG,3,4,0.2272,0.3041,6.555,0.049,0.0655,0.101,30.76,-17.33,-7.51
629,10BG,3,2,0.266,0.305,6.555,0.0572,0.0655,0.0922,30.76,-7.58,-4.88
630,10BG,3,4,0.2221,0.2886,6.555,0.0504,0.0655,0.1111,30.76,-15.59,-10.36
636,2.5B,3,2,0.2636,0.2983,6.555,0.0579,0.0655,0.0963,30.76,-6.79,-6.13
637,2.5B,3,4,0.2183,0.2748,6.555,0.0521,0.0655,0.1209,30.76,-13.53,-12.96
642,5B,3,2,0.2617,0.2921,6.555,0.0587,0.0655,0.1001,30.76,-5.90,-7.25
643,5B,3,4,0.2176,0.2632,6.555,0.0542,0.0655,0.1293,30.76,-11.03,-15.08
648,7.5B,3,2,0.2616,0.2857,6.555,0.06,0.0655,0.1039,30.76,-4.47,-8.35
649,7.5B,3,4,0.22,0.2536,6.555,0.0569,0.0655,0.1361,30.76,-7.92,-16.73
654,10B,3,2,0.2631,0.2801,6.555,0.0616,0.0655,0.1069,30.76,-2.73,-9.20
655,10B,3,4,0.2246,0.2467,6.555,0.0597,0.0655,0.1405,30.76,-4.80,-17.77
661,2.5PB,3,2,0.2663,0.2756,6.555,0.0633,0.0655,0.109,30.76,-0.92,-9.78
662,2.5PB,3,4,0.2312,0.2405,6.555,0.063,0.0655,0.144,30.76,-1.24,-18.58
663,2.5PB,3,6,0.2022,0.2101,6.555,0.0631,0.0655,0.1834,30.76,-1.13,-26.90
668,5PB,3,2,0.2708,0.2719,6.555,0.0653,0.0655,0.1102,30.76,1.17,-10.11
669,5PB,3,4,0.2393,0.2361,6.555,0.0664,0.0655,0.1456,30.76,2.30,-18.94
670,5PB,3,6,0.2122,0.2052,6.555,0.0678,0.0655,0.1861,30.76,3.73,-27.43
671,5PB,3,8,0.1908,0.1799,6.555,0.0695,0.0655,0.2293,30.76,5.43,-35.22
677,7.5PB,3,2,0.2777,0.2687,6.555,0.0677,0.0655,0.1107,30.76,3.63,-10.25
678,7.5PB,3,4,0.252,0.2319,6.555,0.0712,0.0655,0.1459,30.76,7.10,-19.01
679,7.5PB,3,6,0.2311,0.201,6.555,0.0754,0.0655,0.1852,30.76,11.13,-27.25
680,7.5PB,3,8,0.2149,0.1761,6.555,0.08,0.0655,0.2267,30.76,15.37,-34.78
681,7.5PB,3,10,0.2005,0.1536,6.555,0.0856,0.0655,0.2756,30.76,20.32,-42.54
682,7.5PB,3,12,0.1903,0.1353,6.555,0.0922,0.0655,0.3267,30.76,25.88,-49.72
683,7.5PB,3,14,0.1824,0.1188,6.555,0.1006,0.0655,0.3856,30.76,32.58,-57.13
684,7.5PB,3,16,0.1765,0.1048,6.555,0.1104,0.0655,0.4495,30.76,39.95,-64.35
685,7.5PB,3,18,0.173,0.0948,6.555,0.1196,0.0655,0.5063,30.76,46.48,-70.22
686,7.5PB,3,20,0.1702,0.0867,6.555,0.1287,0.0655,0.5618,30.76,52.62,-75.54
687,7.5PB,3,22,0.1677,0.0782,6.555,0.1406,0.0655,0.6321,30.76,60.22,-81.80
688,7.5PB,3,24,0.1658,0.0711,6.555,0.1529,0.0655,0.7035,30.76,67.65,-87.70
694,10PB,3,2,0.2847,0.267,6.555,0.0699,0.0655,0.1101,30.76,5.83,-10.09
695,10PB,3,4,0.266,0.2319,6.555,0.0752,0.0655,0.1419,30.76,10.94,-18.09
696,10PB,3,6,0.2511,0.2031,6.555,0.081,0.0655,0.1762,30.76,16.27,-25.48
697,10PB,3,8,0.2387,0.1786,6.555,0.0876,0.0655,0.2139,30.76,22.03,-32.56
698,10PB,3,10,0.2278,0.1565,6.555,0.0954,0.0655,0.2579,30.76,28.48,-39.84
699,10PB,3,12,0.2206,0.1407,6.555,0.1028,0.0655,0.2976,30.76,34.28,-45.73
700,10PB,3,14,0.2142,0.125,6.555,0.1123,0.0655,0.3465,30.76,41.33,-52.30
701,10PB,3,16,0.2092,0.1118,6.555,0.1227,0.0655,0.3981,30.76,48.61,-58.60
702,10PB,3,18,0.206,0.102,6.555,0.1324,0.0655,0.4447,30.76,55.03,-63.83
703,10PB,3,20,0.203,0.093,6.555,0.1431,0.0655,0.4962,30.76,61.77,-69.21
711,2.5P,3,2,0.2922,0.268,6.555,0.0715,0.0655,0.1076,30.76,7.40,-9.39
712,2.5P,3,4,0.2792,0.2342,6.555,0.0781,0.0655,0.1362,30.76,13.64,-16.75
713,2.5P,3,6,0.2691,0.2072,6.555,0.0851,0.0655,0.1657,30.76,19.88,-23.33
714,2.5P,3,8,0.2615,0.1845,6.555,0.0929,0.0655,0.1968,30.76,26.45,-29.46
715,2.5P,3,10,0.2548,0.1638,6.555,0.102,0.0655,0.2327,30.76,33.67,-35.78
716,2.5P,3,12,0.2498,0.148,6.555,0.1106,0.0655,0.2667,30.76,40.10,-41.20
717,2.5P,3,14,0.2449,0.1325,6.555,0.1212,0.0655,0.308,30.76,47.58,-47.19
718,2.5P,3,16,0.241,0.1198,6.555,0.1319,0.0655,0.3497,30.76,54.71,-52.71
719,2.5P,3,18,0.238,0.1094,6.555,0.1426,0.0655,0.391,30.76,61.46,-57.77
728,5P,3,2,0.2997,0.27,6.555,0.0728,0.0655,0.1045,30.76,8.65,-8.52
729,5P,3,4,0.2928,0.2386,6.555,0.0804,0.0655,0.1287,30.76,15.73,-14.93
730,5P,3,6,0.287,0.2135,6.555,0.0881,0.0655,0.1534,30.76,22.45,-20.69
731,5P,3,8,0.2819,0.191,6.555,0.0967,0.0655,0.1809,30.76,29.52,-26.41
732,5P,3,10,0.2772,0.1707,6.555,0.1064,0.0655,0.212,30.76,37.00,-32.23
733,5P,3,12,0.2739,0.1539,6.555,0.1167,0.0655,0.2437,30.76,44.46,-37.59
734,5P,3,14,0.2707,0.1397,6.555,0.127,0.0655,0.2767,30.76,51.50,-42.70
735,5P,3,16,0.268,0.1272,6.555,0.1381,0.0655,0.3117,30.76,58.66,-47.70
744,7.5P,3,2,0.3088,0.274,6.555,0.0739,0.0655,0.0998,30.76,9.71,-7.16
745,7.5P,3,4,0.3072,0.2448,6.555,0.0823,0.0655,0.12,30.76,17.43,-12.73
746,7.5P,3,6,0.3057,0.2208,6.555,0.0908,0.0655,0.1406,30.76,24.72,-17.79
747,7.5P,3,8,0.3037,0.1981,6.555,0.1005,0.0655,0.1649,30.76,32.51,-23.16
748,7.5P,3,10,0.302,0.1794,6.555,0.1103,0.0655,0.1895,30.76,39.88,-28.08
749,7.5P,3,12,0.3003,0.1618,6.555,0.1217,0.0655,0.2179,30.76,47.93,-33.26
750,7.5P,3,14,0.2992,0.1475,6.555,0.133,0.0655,0.2459,30.76,55.42,-37.95
759,10P,3,2,0.317,0.279,6.555,0.0745,0.0655,0.0949,30.76,10.28,-5.70
760,10P,3,4,0.3214,0.2517,6.555,0.0837,0.0655,0.1112,30.76,18.66,-10.39
761,10P,3,6,0.3243,0.2293,6.555,0.0927,0.0655,0.1276,30.76,26.29,-14.66
762,10P,3,8,0.3269,0.2075,6.555,0.1033,0.0655,0.1471,30.76,34.66,-19.28
763,10P,3,10,0.3286,0.1889,6.555,0.114,0.0655,0.1674,30.76,42.55,-23.68
764,10P,3,12,0.3301,0.1715,6.555,0.1262,0.0655,0.1905,30.76,50.96,-28.27
772,2.5RP,3,2,0.3272,0.2861,6.555,0.075,0.0655,0.0886,30.76,10.75,-3.75
773,2.5RP,3,4,0.34,0.2624,6.555,0.0849,0.0655,0.0993,30.76,19.71,-7.02
774,2.5RP,3,6,0.3501,0.2425,6.555,0.0946,0.0655,0.1101,30.76,27.83,-10.09
775,2.5RP,3,8,0.3598,0.2233,6.555,0.1056,0.0655,0.1224,30.76,36.40,-13.34
776,2.5RP,3,10,0.3681,0.2054,6.555,0.1175,0.0655,0.1361,30.76,45.02,-16.73
777,2.5RP,3,12,0.3754,0.1898,6.555,0.1296,0.0655,0.1502,30.76,53.21,-19.98
783,5RP,3,2,0.337,0.294,6.555,0.0751,0.0655,0.0823,30.76,10.85,-1.70
784,5RP,3,4,0.3586,0.2742,6.555,0.0857,0.0655,0.0878,30.76,20.40,-3.49
785,5RP,3,6,0.3765,0.2569,6.555,0.0961,0.0655,0.0935,30.76,29.04,-5.28
786,5RP,3,8,0.393,0.2395,6.555,0.1076,0.0655,0.1006,30.76,37.89,-7.40
787,5RP,3,10,0.4073,0.2235,6.555,0.1195,0.0655,0.1083,30.76,46.41,-9.59
793,7.5RP,3,2,0.345,0.3001,6.555,0.0754,0.0655,0.0775,30.76,11.13,-0.07
794,7.5RP,3,4,0.3739,0.2851,6.555,0.086,0.0655,0.0784,30.76,20.66,-0.38
795,7.5RP,3,6,0.399,0.2708,6.555,0.0966,0.0655,0.0799,30.76,29.44,-0.89
796,7.5RP,3,8,0.4234,0.2556,6.555,0.1086,0.0655,0.0823,30.76,38.63,-1.70
797,7.5RP,3,10,0.4445,0.2419,6.555,0.1205,0.0655,0.085,30.76,47.10,-2.59
802,10RP,4,2,0.3417,0.3106,12,0.132,0.12,0.1343,41.22,9.70,1.73
803,10RP,4,4,0.3715,0.3042,12,0.1465,0.12,0.1279,41.22,18.77,3.30
804,10RP,4,6,0.3999,0.2972,12,0.1615,0.12,0.1223,41.22,27.53,4.71
805,10RP,4,8,0.4282,0.289,12,0.1778,0.12,0.1174,41.22,36.46,5.98
806,10RP,4,10,0.4528,0.2811,12,0.1933,0.12,0.1136,41.22,44.46,6.99
807,10RP,4,12,0.4789,0.2717,12,0.2115,0.12,0.1102,41.22,53.32,7.92
808,10RP,4,14,0.502,0.2623,12,0.2297,0.12,0.1078,41.22,61.69,8.58
812,2.5R,4,2,0.3461,0.315,12,0.1318,0.12,0.1291,41.22,9.57,3.00
813,2.5R,4,4,0.3806,0.3125,12,0.1462,0.12,0.1178,41.22,18.58,5.88
814,2.5R,4,6,0.4141,0.3085,12,0.1611,0.12,0.1079,41.22,27.30,8.55
815,2.5R,4,8,0.4472,0.3031,12,0.1771,0.12,0.0989,41.22,36.09,11.13
816,2.5R,4,10,0.4774,0.2969,12,0.193,0.12,0.0912,41.22,44.31,13.46
817,2.5R,4,12,0.5072,0.2897,12,0.2101,0.12,0.0841,41.22,52.66,15.73
818,2.5R,4,14,0.5369,0.281,12,0.2293,0.12,0.0778,41.22,61.51,17.86
821,5R,4,2,0.3508,0.32,12,0.1316,0.12,0.1235,41.22,9.44,4.40
822,5R,4,4,0.3916,0.3223,12,0.1458,0.12,0.1065,41.22,18.34,8.94
823,5R,4,6,0.4299,0.3226,12,0.1599,0.12,0.0921,41.22,26.62,13.18
824,5R,4,8,0.469,0.3209,12,0.1754,0.12,0.0786,41.22,35.18,17.58
825,5R,4,10,0.5043,0.3176,12,0.1905,0.12,0.0673,41.22,43.04,21.67
826,5R,4,12,0.5385,0.3129,12,0.2065,0.12,0.057,41.22,50.94,25.82
827,5R,4,14,0.5734,0.3057,12,0.2251,0.12,0.0475,41.22,59.62,30.11
830,7.5R,4,2,0.3538,0.3236,12,0.1312,0.12,0.1196,41.22,9.18,5.41
831,7.5R,4,4,0.399,0.33,12,0.1451,0.12,0.0985,41.22,17.92,11.25
832,7.5R,4,6,0.4415,0.334,12,0.1586,0.12,0.0807,41.22,25.88,16.87
833,7.5R,4,8,0.485,0.3359,12,0.1733,0.12,0.064,41.22,34.05,22.95
834,7.5R,4,10,0.5235,0.3351,12,0.1875,0.12,0.0506,41.22,41.52,28.65
835,7.5R,4,12,0.5603,0.3321,12,0.2025,0.12,0.0389,41.22,49.00,34.52
836,7.5R,4,14,0.5959,0.3269,12,0.2187,0.12,0.0283,41.22,56.69,40.98
840,10R,4,2,0.3582,0.3294,12,0.1305,0.12,0.1138,41.22,8.73,6.94
841,10R,4,4,0.4078,0.3412,12,0.1434,0.12,0.0883,41.22,16.88,14.37
842,10R,4,6,0.4535,0.35,12,0.1555,0.12,0.0674,41.22,24.09,21.63
843,10R,4,8,0.4995,0.3557,12,0.1685,0.12,0.0489,41.22,31.44,29.44
844,10R,4,10,0.5418,0.358,12,0.1816,0.12,0.0336,41.22,38.46,37.58
845,10R,4,12,0.5801,0.3588,12,0.194,0.12,0.0204,41.22,44.81,46.94
848,2.5YR,4,2,0.3624,0.3367,12,0.1292,0.12,0.1072,41.22,7.88,8.75
849,2.5YR,4,4,0.4141,0.3539,12,0.1404,0.12,0.0787,41.22,15.03,17.55
850,2.5YR,4,6,0.4612,0.3674,12,0.1506,0.12,0.056,41.22,21.22,26.24
851,2.5YR,4,8,0.5071,0.3777,12,0.1611,0.12,0.0366,41.22,27.30,35.81
852,2.5YR,4,10,0.5475,0.3856,12,0.1704,0.12,0.0208,41.22,32.48,46.60
854,5YR,4,2,0.3651,0.3442,12,0.1273,0.12,0.1013,41.22,6.62,10.43
855,5YR,4,4,0.4187,0.3679,12,0.1366,0.12,0.0696,41.22,12.65,20.80
856,5YR,4,6,0.4651,0.3859,12,0.1446,0.12,0.0463,41.22,17.61,30.69
857,5YR,4,8,0.507,0.3994,12,0.1523,0.12,0.0281,41.22,22.22,41.11
860,7.5YR,4,2,0.3662,0.3504,12,0.1254,0.12,0.0971,41.22,5.36,11.66
861,7.5YR,4,4,0.4208,0.3809,12,0.1326,0.12,0.0625,41.22,10.09,23.54
862,7.5YR,4,6,0.4655,0.4029,12,0.1386,0.12,0.0392,41.22,13.91,34.36
863,7.5YR,4,8,0.5038,0.4204,12,0.1438,0.12,0.0216,41.22,17.12,45.94
865,10YR,4,2,0.366,0.359,12,0.1223,0.12,0.0919,41.22,3.26,13.24
866,10YR,4,4,0.4189,0.3948,12,0.1273,0.12,0.0566,41.22,6.62,25.99
867,10YR,4,6,0.4618,0.4213,12,0.1315,0.12,0.0333,41.22,9.38,37.76
870,2.5Y,4,2,0.3633,0.3654,12,0.1193,0.12,0.0891,41.22,1.20,14.12
871,2.5Y,4,4,0.4138,0.4076,12,0.1218,0.12,0.0526,41.22,2.92,27.74
872,2.5Y,4,6,0.4542,0.4391,12,0.1241,0.12,0.0292,41.22,4.48,40.37
875,5Y,4,2,0.359,0.3701,12,0.1164,0.12,0.0878,41.22,-0.82,14.53
876,5Y,4,4,0.4069,0.4188,12,0.1166,0.12,0.0499,41.22,-0.68,28.97
877,5Y,4,6,0.4451,0.455,12,0.1174,0.12,0.0263,41.22,-0.12,42.37
879,7.5Y,4,2,0.3542,0.3727,12,0.114,0.12,0.0879,41.22,-2.52,14.50
880,7.5Y,4,4,0.3982,0.4272,12,0.1119,0.12,0.049,41.22,-4.03,29.40
881,7.5Y,4,6,0.4331,0.4688,12,0.1109,0.12,0.0251,41.22,-4.75,43.24
883,10Y,4,2,0.3436,0.3732,12,0.1105,0.12,0.0911,41.22,-5.05,13.49
884,10Y,4,4,0.3871,0.4321,12,0.1075,0.12,0.0502,41.22,-7.25,28.83
885,10Y,4,6,0.419,0.4795,12,0.1049,0.12,0.0254,41.22,-9.20,43.02
887,2.5GY,4,2,0.3382,0.3706,12,0.1095,0.12,0.0943,41.22,-5.78,12.51
888,2.5GY,4,4,0.3708,0.4329,12,0.1028,0.12,0.0544,41.22,-10.79,26.94
889,2.5GY,4,6,0.3968,0.4857,12,0.098,0.12,0.029,41.22,-14.52,40.50
891,5GY,4,2,0.3312,0.3678,12,0.1081,0.12,0.0982,41.22,-6.81,11.34
892,5GY,4,4,0.3538,0.4284,12,0.0991,0.12,0.061,41.22,-13.66,24.15
893,5GY,4,6,0.3718,0.4852,12,0.092,0.12,0.0354,41.22,-19.36,36.51
896,7.5GY,4,2,0.3185,0.3604,12,0.106,0.12,0.1069,41.22,-8.37,8.83
897,7.5GY,4,4,0.3281,0.4157,12,0.0947,0.12,0.074,41.22,-17.16,19.19
898,7.5GY,4,6,0.3355,0.4739,12,0.085,0.12,0.0483,41.22,-25.27,29.73
899,7.5GY,4,8,0.34,0.5348,12,0.0763,0.12,0.0281,41.22,-33.10,41.11
902,10GY,4,2,0.3109,0.355,12,0.1051,0.12,0.1129,41.22,-9.05,7.18
903,10GY,4,4,0.31,0.4018,12,0.0926,0.12,0.0861,41.22,-18.87,15.08
904,10GY,4,6,0.3069,0.455,12,0.0809,0.12,0.0628,41.22,-28.89,23.42
905,10GY,4,8,0.3008,0.5095,12,0.0708,0.12,0.0447,41.22,-38.36,31.48
910,2.5G,4,2,0.3012,0.347,12,0.1042,0.12,0.1217,41.22,-9.73,4.86
911,2.5G,4,4,0.2891,0.3821,12,0.0908,0.12,0.1033,41.22,-20.35,9.85
912,2.5G,4,6,0.2735,0.4215,12,0.0779,0.12,0.0868,41.22,-31.62,14.85
923,5G,4,2,0.2959,0.3417,12,0.1039,0.12,0.1273,41.22,-9.95,3.45
924,5G,4,4,0.2781,0.3704,12,0.0901,0.12,0.1139,41.22,-20.93,6.91
925,5G,4,6,0.2581,0.3992,12,0.0776,0.12,0.103,41.22,-31.89,9.94
936,7.5G,4,2,0.2919,0.3371,12,0.1039,0.12,0.1321,41.22,-9.95,2.26
937,7.5G,4,4,0.2702,0.3602,12,0.09,0.12,0.1231,41.22,-21.02,4.50
938,7.5G,4,6,0.2467,0.3822,12,0.0775,0.12,0.1165,41.22,-31.99,6.22
949,10G,4,2,0.288,0.3327,12,0.1039,0.12,0.1368,41.22,-9.95,1.13
950,10G,4,4,0.2628,0.3498,12,0.0902,0.12,0.1329,41.22,-20.85,2.07
962,2.5BG,4,2,0.284,0.327,12,0.1042,0.12,0.1428,41.22,-9.73,-0.27
963,2.5BG,4,4,0.2552,0.3375,12,0.0907,0.12,0.1448,41.22,-20.43,-0.73
974,5BG,4,2,0.2799,0.3208,12,0.1047,0.12,0.1494,41.22,-9.35,-1.77
975,5BG,4,4,0.248,0.3232,12,0.0921,0.12,0.1592,41.22,-19.28,-3.92
984,7.5BG,4,2,0.2764,0.3148,12,0.1054,0.12,0.1558,41.22,-8.82,-3.19
985,7.5BG,4,4,0.2429,0.3108,12,0.0938,0.12,0.1723,41.22,-17.89,-6.66
993,10BG,4,2,0.274,0.3091,12,0.1064,0.12,0.1619,41.22,-8.07,-4.50
994,10BG,4,4,0.2384,0.2984,12,0.0959,0.12,0.1863,41.22,-16.19,-9.44
1001,2.5B,4,2,0.2727,0.3038,12,0.1077,0.12,0.1673,41.22,-7.10,-5.63
1002,2.5B,4,4,0.236,0.2872,12,0.0986,0.12,0.1992,41.22,-14.05,-11.88
1009,5B,4,2,0.2723,0.2992,12,0.1092,0.12,0.1719,41.22,-6.00,-6.58
1010,5B,4,4,0.2363,0.2782,12,0.1019,0.12,0.2094,41.22,-11.48,-13.73
1016,7.5B,4,2,0.2733,0.2947,12,0.1113,0.12,0.1759,41.22,-4.46,-7.39
1017,7.5B,4,4,0.2388,0.2704,12,0.106,0.12,0.2178,41.22,-8.37,-15.22
1018,7.5B,4,6,0.2102,0.247,12,0.1021,0.12,0.2637,41.22,-11.33,-22.71
1023,10B,4,2,0.2753,0.291,12,0.1135,0.12,0.1788,41.22,-2.88,-7.97
1024,10B,4,4,0.2429,0.2648,12,0.1101,0.12,0.2231,41.22,-5.34,-16.13
1025,10B,4,6,0.2157,0.2407,12,0.1075,0.12,0.271,41.22,-7.25,-23.82
1031,2.5PB,4,2,0.2782,0.2876,12,0.1161,0.12,0.1812,41.22,-1.03,-8.44
1032,2.5PB,4,4,0.2487,0.2597,12,0.1149,0.12,0.2272,41.22,-1.88,-16.83
1033,2.5PB,4,6,0.2235,0.2343,12,0.1145,0.12,0.2777,41.22,-2.16,-24.82
1034,2.5PB,4,8,0.1995,0.2094,12,0.1143,0.12,0.3387,41.22,-2.31,-33.27
1040,5PB,4,2,0.2816,0.2842,12,0.1189,0.12,0.1833,41.22,0.93,-8.86
1041,5PB,4,4,0.2562,0.256,12,0.1201,0.12,0.2287,41.22,1.76,-17.09
1042,5PB,4,6,0.2325,0.23,12,0.1213,0.12,0.2804,41.22,2.58,-25.22
1043,5PB,4,8,0.2103,0.205,12,0.1231,0.12,0.3423,41.22,3.81,-33.74
1044,5PB,4,10,0.1925,0.1843,12,0.1253,0.12,0.4058,41.22,5.29,-41.46
1050,7.5PB,4,2,0.2861,0.2819,12,0.1218,0.12,0.1839,41.22,2.92,-8.97
1051,7.5PB,4,4,0.2657,0.2528,12,0.1261,0.12,0.2286,41.22,5.83,-17.07
1052,7.5PB,4,6,0.2471,0.2266,12,0.1309,0.12,0.2787,41.22,8.99,-24.97
1053,7.5PB,4,8,0.2304,0.2023,12,0.1367,0.12,0.3365,41.22,12.71,-32.99
1054,7.5PB,4,10,0.2158,0.1811,12,0.143,0.12,0.3996,41.22,16.63,-40.75
1055,7.5PB,4,12,0.2037,0.1629,12,0.1501,0.12,0.4666,41.22,20.92,-48.14
1056,7.5PB,4,14,0.1941,0.1468,12,0.1587,0.12,0.5388,41.22,25.94,-55.35
1057,7.5PB,4,16,0.1861,0.1316,12,0.1697,0.12,0.6222,41.22,32.09,-62.92
1058,7.5PB,4,18,0.1798,0.1185,12,0.1821,0.12,0.7106,41.22,38.72,-70.23
1059,7.5PB,4,20,0.1742,0.1058,12,0.1976,0.12,0.8166,41.22,46.60,-78.24
1060,7.5PB,4,22,0.1713,0.098,12,0.2098,0.12,0.8947,41.22,52.51,-83.71
1061,7.5PB,4,24,0.1684,0.0899,12,0.2248,0.12,0.99,41.22,59.48,-89.97
1062,7.5PB,4,26,0.1659,0.0825,12,0.2413,0.12,1.0932,41.22,66.79,-96.31
1063,10PB,4,2,0.2911,0.2804,12,0.1246,0.12,0.1834,41.22,4.82,-8.88
1064,10PB,4,4,0.2759,0.2522,12,0.1313,0.12,0.2245,41.22,9.25,-16.37
1065,10PB,4,6,0.2618,0.2263,12,0.1388,0.12,0.2714,41.22,14.03,-23.88
1066,10PB,4,8,0.2497,0.2038,12,0.147,0.12,0.3218,41.22,19.07,-31.04
1067,10PB,4,10,0.2388,0.1837,12,0.156,0.12,0.3772,41.22,24.38,-38.09
1068,10PB,4,12,0.2298,0.1659,12,0.1662,0.12,0.4371,41.22,30.16,-44.98
1069,10PB,4,14,0.222,0.1503,12,0.1772,0.12,0.5012,41.22,36.14,-51.68
1070,10PB,4,16,0.217,0.1373,12,0.1897,0.12,0.5643,41.22,42.64,-57.74
1071,10PB,4,18,0.212,0.1256,12,0.2025,0.12,0.6329,41.22,49.00,-63.84
1072,10PB,4,20,0.2075,0.114,12,0.2184,0.12,0.7142,41.22,56.55,-70.52
1073,10PB,4,22,0.2048,0.1064,12,0.231,0.12,0.7768,41.22,62.27,-75.32
1074,10PB,4,24,0.202,0.0985,12,0.2461,0.12,0.8522,41.22,68.86,-80.78
1075,10PB,4,26,0.1994,0.0904,12,0.2647,0.12,0.9427,41.22,76.61,-86.92
1078,2.5P,4,2,0.2962,0.2807,12,0.1266,0.12,0.1809,41.22,6.16,-8.38
1079,2.5P,4,4,0.2855,0.2531,12,0.1354,0.12,0.2188,41.22,11.89,-15.39
1080,2.5P,4,6,0.2763,0.23,12,0.1442,0.12,0.2576,41.22,17.37,-21.77
1081,2.5P,4,8,0.2685,0.2089,12,0.1542,0.12,0.3002,41.22,23.34,-28.07
1082,2.5P,4,10,0.2619,0.1903,12,0.1651,0.12,0.3454,41.22,29.55,-34.14
1083,2.5P,4,12,0.2559,0.173,12,0.1775,0.12,0.3961,41.22,36.30,-40.34
1084,2.5P,4,14,0.2509,0.1585,12,0.19,0.12,0.4471,41.22,42.79,-46.06
1085,2.5P,4,16,0.2467,0.1452,12,0.2039,0.12,0.5026,41.22,49.68,-51.82
1086,2.5P,4,18,0.243,0.1332,12,0.2189,0.12,0.562,41.22,56.78,-57.53
1087,2.5P,4,20,0.2394,0.1221,12,0.2353,0.12,0.6275,41.22,64.17,-63.37
1088,2.5P,4,22,0.2371,0.1143,12,0.2489,0.12,0.6809,41.22,70.05,-67.85
1094,5P,4,2,0.3022,0.2825,12,0.1284,0.12,0.1764,41.22,7.35,-7.49
1095,5P,4,4,0.2958,0.2565,12,0.1384,0.12,0.2095,41.22,13.78,-13.75
1096,5P,4,6,0.2903,0.2347,12,0.1484,0.12,0.2429,41.22,19.91,-19.43
1097,5P,4,8,0.2855,0.215,12,0.1593,0.12,0.2788,41.22,26.28,-24.99
1098,5P,4,10,0.2814,0.1967,12,0.1717,0.12,0.3184,41.22,33.18,-30.58
1099,5P,4,12,0.2778,0.1808,12,0.1844,0.12,0.3593,41.22,39.92,-35.89
1100,5P,4,14,0.2747,0.166,12,0.1986,0.12,0.4043,41.22,47.09,-41.29
1101,5P,4,16,0.2718,0.152,12,0.2146,0.12,0.4549,41.22,54.78,-46.90
1102,5P,4,18,0.2693,0.1408,12,0.2295,0.12,0.5028,41.22,61.60,-51.84
1103,5P,4,20,0.267,0.13,12,0.2465,0.12,0.5566,41.22,69.03,-57.03
1110,7.5P,4,2,0.3093,0.2859,12,0.1298,0.12,0.1699,41.22,8.27,-6.17
1111,7.5P,4,4,0.3084,0.2622,12,0.1411,0.12,0.1965,41.22,15.46,-11.38
1112,7.5P,4,6,0.3076,0.2416,12,0.1528,0.12,0.2239,41.22,22.52,-16.27
1113,7.5P,4,8,0.3066,0.2228,12,0.1651,0.12,0.2535,41.22,29.55,-21.13
1114,7.5P,4,10,0.3056,0.206,12,0.178,0.12,0.2845,41.22,36.57,-25.82
1115,7.5P,4,12,0.3045,0.1905,12,0.1918,0.12,0.3181,41.22,43.70,-30.54
1116,7.5P,4,14,0.3035,0.1755,12,0.2075,0.12,0.3562,41.22,51.42,-35.51
1117,7.5P,4,16,0.3028,0.1621,12,0.2242,0.12,0.3961,41.22,59.21,-40.34
1118,7.5P,4,18,0.3016,0.15,12,0.2413,0.12,0.4387,41.22,66.79,-45.15
1126,10P,4,2,0.3162,0.2902,12,0.1308,0.12,0.1628,41.22,8.92,-4.69
1127,10P,4,4,0.321,0.2686,12,0.1434,0.12,0.1834,41.22,16.88,-8.88
1128,10P,4,6,0.3248,0.2493,12,0.1563,0.12,0.205,41.22,24.56,-12.94
1129,10P,4,8,0.328,0.2318,12,0.1698,0.12,0.2279,41.22,32.15,-16.95
1130,10P,4,10,0.3306,0.2162,12,0.1835,0.12,0.2515,41.22,39.45,-20.81
1131,10P,4,12,0.3331,0.2014,12,0.1985,0.12,0.2774,41.22,47.04,-24.78
1132,10P,4,14,0.3351,0.1875,12,0.2145,0.12,0.3055,41.22,54.73,-28.81
1133,10P,4,16,0.337,0.1756,12,0.2303,0.12,0.3331,41.22,61.96,-32.54
1141,2.5RP,4,2,0.3231,0.2951,12,0.1314,0.12,0.1553,41.22,9.31,-3.08
1142,2.5RP,4,4,0.334,0.277,12,0.1447,0.12,0.1685,41.22,17.67,-5.88
1143,2.5RP,4,6,0.3442,0.2595,12,0.1592,0.12,0.1833,41.22,26.22,-8.86
1144,2.5RP,4,8,0.3533,0.2438,12,0.1739,0.12,0.1983,41.22,34.37,-11.71
1145,2.5RP,4,10,0.3608,0.2301,12,0.1882,0.12,0.2134,41.22,41.87,-14.44
1146,2.5RP,4,12,0.3683,0.2162,12,0.2044,0.12,0.2306,41.22,49.93,-17.41
1147,2.5RP,4,14,0.3748,0.2039,12,0.2206,0.12,0.2479,41.22,57.56,-20.24
1148,2.5RP,4,16,0.3807,0.1923,12,0.2376,0.12,0.2665,41.22,65.18,-23.14
1154,5RP,4,2,0.331,0.301,12,0.132,0.12,0.1467,41.22,9.70,-1.16
1155,5RP,4,4,0.3491,0.2872,12,0.1459,0.12,0.152,41.22,18.40,-2.35
1156,5RP,4,6,0.3671,0.2733,12,0.1612,0.12,0.1579,41.22,27.36,-3.64
1157,5RP,4,8,0.3833,0.26,12,0.1769,0.12,0.1646,41.22,35.98,-5.07
